option,prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
1,483 384 zł,"54,93 m²",Premiera Inwestycji Vivere Bene !,3,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Ujeścisko-Łostowice, Gdańsk, Gdańsk",54.310257,18.598757,parter/3,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2024,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
1,506 217 zł,"47,31 m²",2 słoneczne pokoje ! Twoja Dąbrowa !!,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Dąbrowa, Gdynia, Gdynia",54.476425,18.464281,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"teren zamknięty, domofon / wideofon",brak informacji,pierwotny
1,498 094 zł,"46,99 m²",Słoneczne z ogródkiem Dwupokojowe,2,do wykończenia,Współrzędne dokładne,"Gdańsk, Maćkowy, ul. Władysława Jagiełły",54.30479,18.613722,parter/1,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2021,blok,nie,"telewizja kablowa, internet, telefon",domofon / wideofon,silikat,pierwotny
1,"353 665,44 zł","37,64 m²",Pruszcz Park D - C.43 przestronna kawalerka III p.,1,do wykończenia,Współrzędne dokładne,"ul. Cicha , Pruszcz Gdański, gdański",54.266426,18.625113,3/3,Zapytaj,pełna własność,"balkon, ogródek",garaż/miejsce parkingowe,2024-06-30,2024,blok,tak,"telewizja kablowa, internet, telefon",brak informacji,żelbet,pierwotny
1,460 952 zł,"58,72 m²",GOTOWE DO ODBIORU Młoda Rumia B.4-P.1-M1 2 balkony,3,do wykończenia,Współrzędne dokładne,"ul. Jeziorna , Rumia, wejherowski",54.590294,18.377167,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",żelbet,pierwotny
1,1 294 000 zł,"98,1 m²",4-pokojowe mieszkanie z dwoma balkonami,4,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Mały Kack, Gdynia, Gdynia",54.483326,18.531128,2/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,brak informacji,"teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
1,419 000 zł,"61,5 m²",Mieszkanie 3-pok. z ogrodem - Pompa Ciepła - Rumia,3,do wykończenia,Współrzędne dokładne,"ul. Wiązowa , Rumia, wejherowski",54.580254,18.416002,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
1,810 432 zł,"32,16 m²","Apartament w Inwestycji Wyspa w Jastarni, 2 pokoje",2,do wykończenia,Współrzędne dokładne,"ul. Bałtycka , Jastarnia, pucki",54.70342,18.670795,parter/1,Zapytaj,pełna własność,"ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",silikat,pierwotny
1,1 800 000 zł,"69,5 m²",Nowy apartament Gdynia Orlowo,3,do wykończenia,Współrzędne dokładne,"Gdynia, Orłowo, ul. Kasztanowa",54.48285,18.54676,1/2,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
1,503 631 zł,"59,07 m²",59 mkw 4 pokoje NOWE mieszkanie ! rabat,4,do wykończenia,Współrzędne dokładne,"Gdańsk, Ujeścisko-Łostowice, ul. Świętokrzyska",54.319064,18.590774,3,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",brak informacji,pierwotny
