prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
307 866 zł,"39,47 m²","mieszkanie w inwestycji NEOTEO, 39.47m2, 4p",2,do wykończenia,Współrzędne dokładne,"Łódź, Teofilów, ul. Grabieniec 17",51.79735,19.389976,4/8,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,blok,tak,brak informacji,brak informacji,brak informacji,pierwotny
729 000 zł,"71,79 m²","Apartament wykończony pod klucz,bez PCC,nowy blok",3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.75949,19.4318,1,750 zł,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
275 000 zł,"34,5 m²",Dwa pokoje w Apartamentowcu‼️ Klucze maj‼️NeoTeo‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Bałuty, ul. Aleksandrowska",51.797269,19.392139,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
312 000 zł,"39,1 m²",Dwa pokoje w Apartamentowcu‼️ Klucze maj‼️NeoTeo‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Bałuty, ul. Aleksandrowska",51.797481,19.391882,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
322 995 zł,"35,3 m²",2 Pokoje w Centrum - Uniwersytet ‼️ Ten rok ‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Śródmieście, ul. dr. Stefana Kopcińskiego",51.768188,19.483864,Zapytaj,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
418 100 zł,53 m²,Tylko do 02.05‼️ Apartamentowiec - Manufaktura ‼️,3,Zapytaj,Współrzędne dokładne,"Łódź, Śródmieście, ul. Ogrodowa",51.776481,19.438757,Zapytaj,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,pierwotny
502 600 zł,66 m²,Ostatnie piętro‼️ 4 pokoje - ok. Manufaktury ‼️,4,Zapytaj,Współrzędne dokładne,"Łódź, Śródmieście, ok. Manufaktury",51.77658,19.438632,10/10,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,brak informacji,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",cegła,pierwotny
429 000 zł,51 m²,Mieszkanie 52 m2 z dzialka 50m2 Wiskitno Kolumny,3,do wykończenia,Współrzędne dokładne,"Łódź, Wiskitno, ul. Kolumny",51.710642,19.529911,parter/1,Zapytaj,pełna własność,taras,garaż/miejsce parkingowe,brak informacji,2024,szeregowiec,nie,telewizja kablowa,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",pustak,pierwotny
333 000 zł,"49,5 m²","Nowe mieszkanie w bloku 49,50m2",2,do wykończenia,Współrzędne dokładne,"Chorwacka , Wieluń, wieluński",51.235863,18.557107,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,internet,"domofon / wideofon, monitoring / ochrona",cegła,pierwotny
599 000 zł,54 m²,3-pokojowy apartament na wyjątkowym osiedlu,3,do zamieszkania,Współrzędne dokładne,"Łódź, Polesie, ul. Rąbieńska",51.787181,19.376685,1,"421,64 zł",pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,nie,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",brak informacji,pierwotny
480 816 zł,72 m²,Osiedle Piotrkowska II | komfortowe mieszkanie 4B,3,do wykończenia,Współrzędne dokładne,"ul. Piotrkowska , Aleksandrów Łódzki, zgierski",51.8208,19.320528,1/1,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
828 410 zł,"97,46 m²",Villa 4 / Bema 50 Julianów / 97.46 m²,2,do wykończenia,Współrzędne dokładne,"Łódź, Julianów, ul. gen. Józefa Bema",51.8148,19.44447,1/2,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,brak informacji,brak informacji,silikat,pierwotny
Zapytaj o cenę,"58,85 m²",Belzacka City Park I nowe mieszkanie B29,3,do wykończenia,Współrzędne dokładne,"Piotrków Trybunalski, Centrum, ul. Belzacka",51.40816,19.678417,3/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
235 000 zł,"25,04 m²",kamienica po rewitalizacji - pl. Wolności - m67,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Pomorska",51.77707,19.457132,4/4,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1896,kamienica,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
206 980 zł,"26,2 m²",Praktyczne dwupokojowe mieszkanie | M1,2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,parter/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1930,kamienica,nie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
250 000 zł,"30,66 m²","Kawalerka w Centrum, 31 m2, ROI 8%",2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Radwańska",51.752327,19.456985,3/4,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1914,kamienica,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",cegła,pierwotny
312 206 zł,"41,75 m²",Apartamenty Liściasta | bud. 2 | mieszkanie 1_15,2,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.816998,19.406075,1/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
914 411 zł,"110,17 m²",Nowe Mieszkanie Jasia i Małgosi | M2.D4,5,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Jasia i Małgosi",51.740128,19.409323,1,Zapytaj,Zapytaj,taras,garaż/miejsce parkingowe,brak informacji,2022,brak informacji,nie,internet,teren zamknięty,brak informacji,pierwotny
Zapytaj o cenę,"30,24 m²",Tuwima Apartments | 1-pokojowe studio nr 49,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Juliana Tuwima",51.76738,19.477092,2/11,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
"450 436,32 zł","59,44 m²",Przestronne Mieszkanie Osiedle Kolumny | C35,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,3/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
260 304 zł,"38,28 m²",Osiedle La Spazia | przytulne mieszkanie 4A,2,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,parter/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
476 000 zł,70 m²,Rolna 8-14 | mieszkanie B3_8,3,do wykończenia,Współrzędne dokładne,"ul. Rolna , Tomaszów Mazowiecki, tomaszowski",51.52578,20.001413,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
484 627 zł,"71,5 m²",Nowe Mieszkanie Apartamenty Liściasta | M6 (IVp),3,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.81027,19.42739,4/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
405 408 zł,"49,44 m²",2 pokojowy apartament,2,do wykończenia,Współrzędne dokładne,"Łódź, Bałuty, ul. Urzędnicza",51.788036,19.442604,3/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
379 000 zł,"41,15 m²",Gotowe 2 pokoje w stanie deweloperskim. Parking.,2,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Walerego Wróblewskiego",51.74581,19.437236,5/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon",domofon / wideofon,brak informacji,pierwotny
357 210 zł,"34,02 m²",Kawalerka – Poniatowski Park – Standard PREMIUM,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Rajmunda Rembielińskiego 33",51.750458,19.443856,3/6,250 zł,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
419 645 zł,"49,37 m²",Sprzedam mieszkanie Wólczańska 248,2,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Wólczańska",51.755588,19.454869,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2021,blok,tak,"telewizja kablowa, internet",brak informacji,cegła,pierwotny
275 000 zł,"34,5 m²",Dwa pokoje w Apartamentowcu‼️ Klucze maj‼️NeoTeo‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Bałuty, ul. Aleksandrowska",51.797641,19.390938,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
322 995 zł,"35,3 m²",2 Pokoje w Centrum - Uniwersytet ‼️ Ten rok ‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Śródmieście, ul. dr. Stefana Kopcińskiego",51.768507,19.48395,Zapytaj,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",brak informacji,pierwotny
325 000 zł,"36,66 m²","Nowe Złotno 2 pokoje, garaż podziemny niski czynsz",2,do wykończenia,Współrzędne dokładne,"Łódź, Grabieniec, Nowe Złotno",51.786065,19.389276,2/7,300 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet",domofon / wideofon,pustak,pierwotny
"448 754,78 zł","60,01 m²",Trzypokojowe Mieszkanie Osiedle Kolumny | C3,3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Kolumny",51.712345,19.551111,parter/3,Zapytaj,Zapytaj,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
379 032 zł,"55,74 m²",Osiedle La Spazia | nowoczesne mieszkanie 12B,3,do wykończenia,Współrzędne dokładne,"ul. Stodolna , Radomsko, radomszczański",51.06858,19.451654,1/3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"internet, telefon",domofon / wideofon,brak informacji,pierwotny
483 294 zł,"65,31 m²",Mieszkanie w inwestycji Enklawa Pienista | B21,3,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Pienista",51.73392,19.40395,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
447 000 zł,"56,62 m²","NOWE, 3 pokoje, 1 piętro, balkon, parking 20 tys.",3,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Henryka Wieniawskiego 5B",51.740285,19.439341,1/3,465 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",silikat,pierwotny
485 000 zł,59 m²,KREDYT 2% - 3 pokoje przy Ogrodzie Botanicznym,3,do wykończenia,Współrzędne dokładne,"Łódź, Polesie, ul. Konstantynowska 38",51.760081,19.40185,1/3,490 zł,pełna własność,balkon,Zapytaj,2023-03-01,2023,blok,tak,brak informacji,"system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
295 000 zł,32 m²,2 pokoje blisko centrum - odbiór wiosna 2023,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Polesie, Łódź, Łódź",51.758985,19.397934,1/5,280 zł,pełna własność,balkon,Zapytaj,2023-03-01,2023,blok,tak,internet,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
Zapytaj o cenę,"75,26 m²",4-pokojowe mieszkanie 75m2 + 2 balkony,4,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Kazimierza Odnowiciela",51.739763,19.562033,1/5,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
1 003 248 zł,"139,34 m²","Apartament 5 pokojowy, do odbioru w II kw. 2023!!",5,do wykończenia,Współrzędne dokładne,"Łódź, Nowe Złotno, ul. Kwiatowa 22",51.78545,19.396149,2/2,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",pustak,pierwotny
389 000 zł,"33,5 m²",Rezerwacja|Piękne 2-pok. M.|Nowy blok|Centrum,2,do zamieszkania,Współrzędne dokładne,"Łódź, Widzew, ul. Wysoka",51.76404,19.478378,4/4,400 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",silikat,pierwotny
484 627 zł,"71,5 m²",Nowe Mieszkanie Apartamenty Liściasta | M6 (IIp),4,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.81027,19.42739,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
218 456 zł,"39,01 m²",Stylowe apartamenty 22-44 mkw PABIANICE nowa cena!,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Centrum, Pabianice, pabianicki",51.66347,19.36411,2/2,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,brak informacji,kamienica,nie,brak informacji,"teren zamknięty, domofon / wideofon",cegła,pierwotny
432 000 zł,"56,14 m²",Osiedle Preciosa- Parter z ogródkiem!,2,do wykończenia,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Widzew, Łódź, Łódź",51.75151,19.497838,3,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,"telewizja kablowa, internet, telefon",monitoring / ochrona,brak informacji,pierwotny
530 717 zł,"78,3 m²",Apartamenty Liściasta | bud. 1 | mieszkanie 1_4,4,do wykończenia,Współrzędne dokładne,"Łódź, Radogoszcz, ul. Liściasta",51.81027,19.42739,1/4,Zapytaj,pełna własność,Zapytaj,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
819 280 zł,"83,6 m²",Wykończone Mieszkanie 4 pok. 83.6 m2 - Widzew,4,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Widzew, Łódź, Łódź",51.76705,19.55717,1/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
"646 452,90 zł","64,71 m²",Mieszkanie 3 pok. 64.71m2. Pod klucz -- Widzew,3,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Widzew, Łódź, Łódź",51.76705,19.55717,4/9,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,blok,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",silikat,pierwotny
391 755 zł,"43,05 m²",GOTOWE mieszkanie 2-pokojowe (43m²) – Księży Młyn,2,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Przędzalniana",51.756806,19.482778,2/4,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2022,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",żelbet,pierwotny
275 000 zł,"34,5 m²",Dwa pokoje w Apartamentowcu‼️ Klucze maj‼️NeoTeo‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Bałuty, ul. Aleksandrowska",51.797747,19.391024,1/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
312 000 zł,"39,1 m²",Dwa pokoje w Apartamentowcu‼️ Klucze maj‼️NeoTeo‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Bałuty, ul. Aleksandrowska",51.798012,19.391109,2/10,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,pierwotny
322 995 zł,"35,3 m²",2 Pokoje w Centrum - Uniwersytet ‼️ Ten rok ‼️,2,Zapytaj,Współrzędne dokładne,"Łódź, Śródmieście, ul. dr. Stefana Kopcińskiego",51.768241,19.483864,Zapytaj,Zapytaj,pełna własność,"balkon, taras",garaż/miejsce parkingowe,brak informacji,2023,apartamentowiec,tak,brak informacji,"drzwi / okna antywłamaniowe, domofon / wideofon",cegła,pierwotny
239 000 zł,"44,41 m²","M3 w świetnej lokalizacji, Wincentego Pola",2,do remontu,Współrzędne dokładne,"Łódź, Bałuty, ul. Wincentego Pola",51.793186,19.411438,3/4,470 zł,pełna własność,Zapytaj,Zapytaj,brak informacji,brak informacji,blok,nie,brak informacji,brak informacji,wielka płyta,pierwotny
Zapytaj o cenę,103 m²,Dwupoziomowe mieszkanie z własnym ogrodem Łódź,4,do wykończenia,Współrzędne dokładne,"Łódź, Widzew, ul. Łukaszewska",51.814846,19.53137,1/1,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
431 900 zł,"68,57 m²",Ostatnie BEZCZYNSZOWE mieszkanie z dużym balkonem,3,do wykończenia,Współrzędne dokładne,"Radomsko, radomszczański, łódzkie",51.085143,19.448372,1/1,Zapytaj,pełna własność,balkon,Zapytaj,brak informacji,2023,szeregowiec,nie,internet,drzwi / okna antywłamaniowe,beton komórkowy,pierwotny
1 398 590 zł,"147,22 m²",Villa 1 / Bema 50 Julianów / 147.22 m²,3,do wykończenia,Współrzędne dokładne,"Łódź, Julianów, ul. gen. Józefa Bema",51.8148,19.44447,parter/2,Zapytaj,pełna własność,"balkon, ogródek, taras",garaż/miejsce parkingowe,brak informacji,2023,szeregowiec,nie,brak informacji,domofon / wideofon,silikat,pierwotny
Zapytaj o cenę,"74,64 m²",Belzacka City Park I nowoczesne mieszkanie B31,4,do wykończenia,Współrzędne dokładne,"Piotrków Trybunalski, Centrum, ul. Belzacka",51.40816,19.678417,3/6,Zapytaj,pełna własność,balkon,garaż/miejsce parkingowe,0,0,0,0,0,0,0,0
240 000 zł,"26,03 m²",kamienica po rewitalizacji - pl. Wolności - m60,1,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Pomorska",51.77707,19.457132,4/4,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1896,kamienica,tak,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",cegła,pierwotny
250 458 zł,"32,11 m²",Funkcjonalne dwupokojowe mieszkanie | M3,2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Fabryczna",51.757034,19.478413,parter/2,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1930,kamienica,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",cegła,pierwotny
661 725 zł,"88,23 m²",Nowoczesne Mieszkanie Przy Stawach Stefańskiego B1,4,do wykończenia,Współrzędne dokładne,"Łódź, Górna, ul. Rafowa",51.68959,19.430786,parter/1,Zapytaj,Zapytaj,"balkon, ogródek",garaż/miejsce parkingowe,brak informacji,2023,brak informacji,nie,"telewizja kablowa, internet",brak informacji,brak informacji,pierwotny
240 000 zł,"29,27 m²","Kawalerka w Centrum, 29 m2, ROI 8%",2,do wykończenia,Współrzędne dokładne,"Łódź, Śródmieście, ul. Radwańska",51.752327,19.456985,3/4,Zapytaj,pełna własność,Zapytaj,Zapytaj,brak informacji,1914,kamienica,nie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",cegła,pierwotny
