option,prize,surface,offer name,rooms ,standard,localization_info,localization_name,latitude,longitude,floor_number,rental_cost,form_of_property,extras,garage,availability,year_of_construction,type_of_building,elevator,media,security,building_material,market
1,809 000 zł,"33,11 m²",Wiślane Tarasy 2.0 | Nowy | Segment PREMIUM,1,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Grzegórzki, Kraków, Kraków",50.06439,19.97356,4,300 zł,pełna własność,"balkon, taras",Zapytaj,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,wtórny
1,2 350 000 zł,98 m²,Pakiet inwestycyjny | 3 Nowe apartamenty |,1,do zamieszkania,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Grzegórzki, Kraków, Kraków",50.06439,19.97356,5,300 zł,pełna własność,balkon,Zapytaj,brak informacji,2022,apartamentowiec,nie,"telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",brak informacji,wtórny
1,649 000 zł,64 m²,"Mieszkanie Modlica, Urządzone, Wielka Wieś",3,do zamieszkania,Współrzędne dokładne,"ul. Przygraniczna , Modlnica, krakowski",50.12442,19.85516,parter/1,Zapytaj,Zapytaj,ogródek,garaż/miejsce parkingowe,2023-05-31,2020,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
1,518 000 zł,46 m²,3 pok. z balkonem|po remoncie Meissnera/Mogilska,3,do zamieszkania,Współrzędne dokładne,"Kraków, Rakowice, ul. Ogrodnicza",50.07112,19.97984,1/2,Zapytaj,pełna własność,balkon,Zapytaj,2023-03-30,brak informacji,kamienica,nie,brak informacji,brak informacji,pustak,wtórny
1,612 000 zł,"51,35 m²","Mieszkanie 51,35 m2, Kraków oś Bohaterów Września",2,do zamieszkania,Współrzędne dokładne,"Kraków, Nowa Huta, os. Bohaterów Września",50.100887,20.009564,1/4,500 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,2016,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",cegła,wtórny
1,399 990 zł,23 m²,Kawalerka Wrocławska/Poznańska,1,do zamieszkania,Współrzędne dokładne,"Kraków, Krowodrza, ul. Poznańska",50.079481,19.925422,3/8,250 zł,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,apartamentowiec,tak,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, monitoring / ochrona",brak informacji,wtórny
1,789 000 zł,50 m²,Prestiżowy rejon. Po generalnym remoncie .,3,do zamieszkania,Współrzędne dokładne,"Kraków, Stare Podgórze, ul. Ignacego Krasickiego",50.040813,19.939906,1/4,500 zł,pełna własność,balkon,Zapytaj,brak informacji,brak informacji,blok,nie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",cegła,wtórny
1,620 000 zł,40 m²,Kraków|Podgórze|Dwa pokoje + antresola|Mb Estates,2,Zapytaj,Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.,"Podgórze, Kraków, Kraków",50.046123,19.957758,2/2,500 zł,Zapytaj,balkon,Zapytaj,brak informacji,2015,brak informacji,nie,brak informacji,brak informacji,brak informacji,wtórny
1,1 299 000 zł,"72,71 m²",Komfortowy apartament z ogrodem - Wola Justowska,4,do zamieszkania,Współrzędne dokładne,"Kraków, Wola Justowska, ul. Głogowiec",50.067438,19.82691,parter/1,Zapytaj,pełna własność,ogródek,garaż/miejsce parkingowe,brak informacji,2019,dom wolnostojący,nie,"telewizja kablowa, internet, telefon","system alarmowy, monitoring / ochrona",brak informacji,wtórny
1,620 000 zł,46 m²,Wola Justowska Umeblowane Dwa Pokoje Z Ogrodem,2,do zamieszkania,Współrzędne dokładne,"Kraków, Wola Justowska, ul. Niezapominajek",50.068198,19.845482,parter/1,900 zł,Zapytaj,ogródek,garaż/miejsce parkingowe,brak informacji,2001,dom wolnostojący,nie,"telewizja kablowa, internet, telefon",brak informacji,brak informacji,wtórny
1,549 000 zł,47 m²,"Sprzedam Mieszkanie, Po REMONCIE, do zamieszkania!",3,do zamieszkania,Współrzędne dokładne,"Kraków, Mistrzejowice, os. Piastów",50.098058,20.020822,2/4,750 zł,pełna własność,balkon,garaż/miejsce parkingowe,brak informacji,1978,blok,nie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",wielka płyta,wtórny
