prize;surface;offer name;rooms ;standard;localization_info;localization_name;latitude;longitude;floor_number;rental_cost;form_of_property;extras;garage;availability;year_of_construction;type_of_building;elevator;media;security;building_material;market
482 406 zł;43,46 m²;"Nowe 2 - pokojowe ""pod klucz"", 0% pcc, 0% prowizji";2;do zamieszkania;Współrzędne dokładne;Bydgoszcz, Szwederowo, ul. Stanisława Leszczyńskiego;53.11425;17.990006;2/3;Zapytaj;Zapytaj;Zapytaj;garaż/miejsce parkingowe;2023-04-17;2022;apartamentowiec;tak;brak informacji;domofon / wideofon;brak informacji;pierwotny
408 828 zł;43,96 m²;Młode Bielawy | ustawne mieszkanie M11;2;do wykończenia;Współrzędne dokładne;ul. Szczecińska , Toruń, Toruń;53.036514;18.698969;2/2;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;brak informacji;brak informacji;brak informacji;tak;telewizja kablowa, internet;teren zamknięty, domofon / wideofon;brak informacji;pierwotny
967 499 zł;111,7 m²;Mieszkanie 112,50 m2 - możliwość podziału;5;do wykończenia;Współrzędne dokładne;Bydgoszcz, Błonie, ul. Seminaryjna;53.122589;17.981723;2/3;Zapytaj;Zapytaj;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;brak informacji;brak informacji;silikat;pierwotny
1 050 000 zł;122,98 m²;Mieszkanie 122,98 m2 z widokiem na panoramę miasta;5;Zapytaj;Współrzędne dokładne;Bydgoszcz, Błonie, ul. Seminaryjna 10;53.12219;17.9833;3/3;Zapytaj;Zapytaj;Zapytaj;Zapytaj;brak informacji;2022;blok;nie;brak informacji;brak informacji;silikat;pierwotny
387 671 zł;55,78 m²;Grudziądz Tarpno Mieszkanie na sprzedaż;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Tarpno, Grudziądz, Grudziądz;53.49769;18.82293;parter/3;Zapytaj;pełna własność;taras;Zapytaj;brak informacji;2023;apartamentowiec;nie;brak informacji;teren zamknięty;beton komórkowy;pierwotny
522 530 zł;80,38 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;4/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
332 670 zł;40,56 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;1/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;blok;tak;brak informacji;brak informacji;silikat;pierwotny
511 810 zł;76,38 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;1/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
271 800 zł;31,78 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;5/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;blok;tak;brak informacji;brak informacji;silikat;pierwotny
271 800 zł;31,78 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;4/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;blok;tak;brak informacji;brak informacji;silikat;pierwotny
650 000 zł;76,3 m²;Garden & Villa | wyjątkowe mieszkanie 1_C1';3;do wykończenia;Współrzędne dokładne;ul. Kolonijna , Niemcz, bydgoski;53.1952;18.04117;parter/1;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
319 958 zł;42,46 m²;M2 o powierzchni 42.54m2 z ogródkiem zewnętrznym;2;do wykończenia;Współrzędne dokładne;ul. Szymborska , Inowrocław, inowrocławski;52.779366;18.27196;1/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2021;blok;tak;brak informacji;teren zamknięty, domofon / wideofon;silikat;pierwotny
Zapytaj o cenę;64,63 m²;Aura Towers | wyjątkowe mieszkanie C7.59;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Bartodzieje, ul. Fordońska 4;53.120323;18.037111;7;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;52,57 m²;3 pokoje. Jar. Lem-Bud.;3;Zapytaj;Współrzędne dokładne;Toruń, Wrzosy, ul. Henryka Strobanda;53.052597;18.61053;1/3;Zapytaj;Zapytaj;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;56,19 m²;Sępia 4 | apartament przy lesie | M1;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Osowa Góra, ul. Sępia;53.15105;17.919285;parter/2;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
290 000 zł;59,22 m²;Mieszkania M6 59,22M2 Osiedle Słoneczna16;2;do zamieszkania;Współrzędne dokładne;ul. Juliusza Słowackiego , Aleksandrów Kujawski, aleksandrowski;52.870483;18.702179;parter/3;Zapytaj;Zapytaj;balkon, ogródek, taras;garaż/miejsce parkingowe;brak informacji;2020;blok;tak;telewizja kablowa, internet;system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;cegła;pierwotny
345 268 zł;61,03 m²;Nowy Park | wyjątkowe mieszkanie M28;4;do wykończenia;Współrzędne dokładne;ul. Kapitulna , Włocławek, Włocławek;52.651232;19.044361;1/6;Zapytaj;Zapytaj;taras;garaż/miejsce parkingowe;brak informacji;2021;brak informacji;tak;internet, telefon;teren zamknięty;brak informacji;pierwotny
378 000 zł;43,83 m²;Toruń Apartament z Ogródkiem bez PCC !!!!;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Toruń, Toruń;53.01245;18.60943;parter/2;Zapytaj;pełna własność;balkon, ogródek;garaż/miejsce parkingowe;brak informacji;2023;apartamentowiec;tak;telewizja kablowa, internet, telefon;system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;silikat;pierwotny
370 608 zł;47,52 m²;Zimowe Zacisze - mieszkanie 2-pokojowe z tarasem;2;do wykończenia;Współrzędne dokładne;Toruń, Stawki, ul. Zimowa;52.994096;18.637502;2/2;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
666 136 zł;88,83 m²;Zimowe Zacisze - apartament z dwoma tarasami;2;do wykończenia;Współrzędne dokładne;Toruń, Stawki, ul. Zimowa;52.994096;18.637502;2/2;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
449 688 zł;54,84 m²;Primavera | M20;3;do zamieszkania;Współrzędne dokładne;ul. Sandomierska 36A, Bydgoszcz, Bydgoszcz;53.109013;18.059108;3/5;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;39,79 m²;Osielsko Residence | apartament E11;1;do wykończenia;Współrzędne dokładne;ul. Jana Pawła II 83, Osielsko, bydgoski;53.190845;18.071354;2/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
458 442 zł;58,85 m²;Mieszkanie - Bydgoszcz Czyżkówko;2;Zapytaj;Współrzędne dokładne;Bydgoszcz, Czyżkówko, ul. Karolewska;53.13695;17.96093;1/2;Zapytaj;Zapytaj;Zapytaj;Zapytaj;brak informacji;2021;brak informacji;nie;brak informacji;brak informacji;brak informacji;pierwotny
534 000 zł;53,96 m²;"Nowa inwestycja w Fordonie! wykończone ""pod klucz""";3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Produkcyjna;53.14908;18.16154;4/7;Zapytaj;Zapytaj;balkon;Zapytaj;brak informacji;2022;brak informacji;nie;brak informacji;brak informacji;brak informacji;pierwotny
485 000 zł;50,16 m²;"Nowa inwestycja w Fordonie! wykończone ""pod klucz""";3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Produkcyjna;53.14885;18.16008;5/7;Zapytaj;Zapytaj;balkon;Zapytaj;brak informacji;2022;brak informacji;nie;brak informacji;brak informacji;brak informacji;pierwotny
559 790 zł;72,7 m²;4-pokojowe mieszkanie 72m2 + taras Bezpośrednio;4;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;1/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
314 736 zł;39,84 m²;2-pokojowe mieszkanie 39m2 + taras Bezpośrednio;2;do wykończenia;Współrzędne dokładne;Puszczykowa 6, Osielsko, bydgoski;53.18093;18.059841;3/3;Zapytaj;pełna własność;taras;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
263 800 zł;38 m²;PLAZA PARK 38m2, 43m2, 52m2. Z widokiem na park;2;do wykończenia;Współrzędne dokładne;Włocławek, Centrum, ul. Prymasa Stefana Wyszyńskiego;52.662066;19.063666;4/6;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;apartamentowiec;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;cegła;pierwotny
Zapytaj o cenę;62,69 m²;4-pokojowe mieszkanie 62m2 + balkon Bez Prowizji;4;do wykończenia;Współrzędne dokładne;ul.Henryka Strobanda , Toruń, Toruń;53.052235;18.604588;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;53,45 m²;3-pokojowe mieszkanie 53m2 + balkon;3;do wykończenia;Współrzędne dokładne;ul.Henryka Strobanda , Toruń, Toruń;53.052235;18.604588;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;63,59 m²;4-pokojowe mieszkanie 63m2 + ogródek Bezpośrednio;4;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Akademicka;53.143325;18.120023;parter/4;Zapytaj;pełna własność;taras, ogródek;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;39,28 m²;2-pokojowe mieszkanie 39m2 + balkon Bezpośrednio;2;do wykończenia;Współrzędne dokładne;ul.Henryka Strobanda , Toruń, Toruń;53.052235;18.604588;1/3;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;54,5 m²;3-pokojowe mieszkanie 54m2 + balkon Bezpośrednio;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Akademicka;53.143325;18.120023;3/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;40,13 m²;2-pokojowe mieszkanie 40m2 + balkon Bez Prowizji;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Akademicka;53.143325;18.120023;1/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;30,57 m²;1-pokojowe mieszkanie 30m2 + ogródek;1;do wykończenia;Współrzędne dokładne;ul.Henryka Strobanda , Toruń, Toruń;53.052235;18.604588;parter/3;Zapytaj;pełna własność;taras, ogródek;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
Zapytaj o cenę;26,55 m²;1-pokojowe mieszkanie 26m2 + balkon Bezpośrednio;1;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Akademicka;53.143325;18.120023;4/4;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;0;0;0;0;0;0;0;0
274 999 zł;34,4 m²;Nowe 2 pokoje, obok POLITECHNIKI, tramwaj ->GOTOWE;2;do wykończenia;Współrzędne dokładne;Bydgoszcz, Fordon, ul. Akademicka;53.144491;18.124153;2/4;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;telewizja kablowa, internet, telefon;drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;cegła;pierwotny
314 377 zł;37,65 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;Zapytaj;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
328 865 zł;38,69 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;Zapytaj;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
280 560 zł;33,6 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;Zapytaj;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
319 220 zł;38,23 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;1/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
323 646 zł;38,76 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;1/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
328 865 zł;38,69 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;2/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
280 560 zł;33,6 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;2/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
314 377 zł;37,65 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;2/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
319 220 zł;38,23 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;3/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
329 460 zł;38,76 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;3/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
328 865 zł;38,48 m²;Nowe mieszkania na Bartodziejach!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;3/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
491 230 zł;61,79 m²;Nowe mieszkania na Bartodziejach!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;Zapytaj;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
491 230 zł;61,79 m²;Nowe mieszkania na Bartodziejach!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje, Bydgoszcz, Bydgoszcz;53.12639;18.04929;2/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;brak informacji;tak;brak informacji;brak informacji;cegła;pierwotny
348 120 zł;38,68 m²;Postindustrialna Inwestycja w spokojnej okolicy!!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bocianowo, Bydgoszcz, Bydgoszcz;53.13498;18.00295;1/5;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2024;blok;tak;brak informacji;brak informacji;silikat;pierwotny
377 009 zł;56,27 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;1/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
213 890 zł;29,3 m²;Fordon. Kameralna Inwestycja w otoczeniu zieleni!!;1;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Fordon, Bydgoszcz, Bydgoszcz;53.14183;18.16897;1/2;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
289 000 zł;34,12 m²;Inwestycyjny Apartament Toruń bez PCC!!!;2;do wykończenia;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Toruń, Toruń;53.01245;18.60943;2/2;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;apartamentowiec;tak;telewizja kablowa, internet, telefon;system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;silikat;pierwotny
579 607 zł;53,42 m²;Na Sprzedaż Mieszkanie Z Widokiem Na Rzekę;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Bydgoszcz, Bydgoszcz;53.12348;18.00844;2/5;Zapytaj;Zapytaj;balkon;Zapytaj;brak informacji;2023;apartamentowiec;tak;brak informacji;monitoring / ochrona;brak informacji;pierwotny
579 000 zł;53 m²;KREDYT 2% - 3pokoje nad Brdą Urzecze;3;do wykończenia;Współrzędne dokładne;Bydgoszcz, Śródmieście, ul. Adama Naruszewicza;53.128595;17.994212;2/5;560 zł;pełna własność;balkon, taras;garaż/miejsce parkingowe;2023-06-01;2023;apartamentowiec;tak;internet;system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona;pustak;pierwotny
552 150 zł;50,77 m²;Na Sprzedaż Mieszkanie Z Widokiem Na Rzekę;3;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Centrum, Bydgoszcz, Bydgoszcz;53.12348;18.00844;3/5;Zapytaj;Zapytaj;balkon;Zapytaj;brak informacji;2023;apartamentowiec;tak;brak informacji;monitoring / ochrona;brak informacji;pierwotny
153 630 zł;28,45 m²;Nowe Mieszkanie bezczynszowe Kowalewo Pomorskie;2;do wykończenia;Współrzędne dokładne;Golub-Dobrzyń, golubsko-dobrzyński, kujawsko-pomorskie;53.11187;19.05372;2/2;Zapytaj;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2023;blok;nie;brak informacji;brak informacji;pustak;pierwotny
920 000 zł;96 m²;Piętrowy Apartament 5 lub 4 pokoje.Garażx2.Bez PCC;5;do zamieszkania;Współrzędne dokładne;Toruń, Koniuchy, ul. Żwirki i Wigury;53.02847;18.597602;2/3;650 zł;pełna własność;balkon;garaż/miejsce parkingowe;brak informacji;2022;blok;tak;telewizja kablowa, internet, telefon;system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe;silikat;pierwotny
376 200 zł;51,88 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;2;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;1/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
1 124 490 zł;162,8 m²;Luksusowy - ostatni apartament z ogromnym ogrodem!;5;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Okole, Bydgoszcz, Bydgoszcz;53.3;17.95;parter/5;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2022;blok;tak;brak informacji;brak informacji;silikat;pierwotny
449 950 zł;66,16 m²;Nowoczesne osiedle w cichej i spokojnej okolicy!;4;Zapytaj;Nieruchomość znajduje się w zaznaczonym obszarze mapy. Niestety ogłoszeniodawca nie wskazał dokładnego adresu.;Bartodzieje Małe, Bydgoszcz, Bydgoszcz;53.11373;18.03932;2/7;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2023;blok;tak;brak informacji;brak informacji;silikat;pierwotny
256 887 zł;35,19 m²;Kawalerka 35,19m2 w nowym bloku z windą;2;do wykończenia;Współrzędne dokładne;ul. Szymborska , Inowrocław, inowrocławski;52.779366;18.27196;2/3;Zapytaj;pełna własność;balkon;Zapytaj;brak informacji;2021;blok;tak;brak informacji;teren zamknięty, domofon / wideofon;silikat;pierwotny
